id,text,user,created_at,retweet_count,favorite_count,reply_count,date,text_length
1961214431011942879,"Gold looks primed to breakout after 4 months of consolidation. Remember: gold moves first, bitcoin follows harder. Patience is a virtue.",JoeConsorti,Thu Aug 28 23:48:52 +0000 2025,23,225,17,2025-08-28,136
1961215550459138288,Adopting Bitcoin is like adopting gunpowder. Use it or be left behind by those who do.,BitcoinNewsCom,Thu Aug 28 23:53:19 +0000 2025,32,91,16,2025-08-28,86
1961216614000677190,JUST IN: $3.6 trillion JPMorgan says Bitcoin is 'undervalued' versus gold.,fiatarchive,Thu Aug 28 23:57:33 +0000 2025,31,256,4,2025-08-28,74
1961215431923937689,"This chart, prepared by David Foley, @DFoleyBOF compares gold and Bitcoin prices. Note scales are different because Bitcoin has crushed gold. Nevertheless you can see how gold often moves first and then Bitcoin follows and outperforms. We are at a point in gold where it is about",LawrenceLepard,Thu Aug 28 23:52:51 +0000 2025,123,1004,56,2025-08-28,279
1961215530183840073,Crying with y'all during a Bitcoin Dump..but secretly loading the dip ➡️😉➡️Acting heartbroken while I'm actually stacking sats like a villain😈💎Who else pretends to cry but is low-key buying the dip?👀👇#bitcoin #crypto #relatable #buythedip #fyp #Besiktas #TRE2025 #TrumpTariff,thebullishbabe_,Thu Aug 28 23:53:14 +0000 2025,0,1,1,2025-08-28,275
1961213586040074620,"if you wanted to see amazing improv you turned on the Home Shopping Network, not Comedy Central",HodlTarzan,Thu Aug 28 23:45:31 +0000 2025,0,2,1,2025-08-28,95
1961216258965487651,"For more, check out my essay Anarchy in Action under my Articles tab. It was used as the source for creating this video. I will never hide my posts behind a Subscription on 𝕏. Please consider donating. CashApp - $AncapAir ₿TC ⚡️ - AncapAir@walletofsatoshi.com #Bitcoin #BTC -",AncapAir,Thu Aug 28 23:56:08 +0000 2025,2,14,1,2025-08-28,275
1961215121016947073,"Guys I think somethings wrong, Ever since I started buying Bitcoin— the better, more confident, and happier I feel. Is this normal?",WOLF_Bitcoin_,Thu Aug 28 23:51:37 +0000 2025,2,33,14,2025-08-28,131
1961215625574990075,🚨Breaking 🚨 Total 400 pieces of Before Christ 🇬🇷 coin collection. 2000 years+ of historical artifacts @Nomosbtc has arrived on Bitcoin. This collection looks so promising. Here is my grails.,degenpapa,Thu Aug 28 23:53:37 +0000 2025,2,22,1,2025-08-28,190
1961217107787382825,Bitcoin & Crypto on Edge🚨Options Expiry + Jobs Data = Volatility Ahead📊🔥BTC + ETH face a massive $14.6B options expiry this week while U.S. unemployment numbers add fuel to market volatility. Charts don't lie it's a choppy morning. Where do you see Bitcoin closing the week?👇,thebullishbabe_,Thu Aug 28 23:59:30 +0000 2025,0,1,1,2025-08-28,275
1961214089579171865,@BitcoinOllie @DarkSide2030_ can't lose holding spot bitcoin ... take it from me the future is bright,JoshMandell6,Thu Aug 28 23:47:31 +0000 2025,3,38,2,2025-08-28,101
1961214835498291508,"$MSTR (Strategy) vs $BCH (Bitcoin Cash) • Both charts show an ABC corrective pattern forming the bottom of the cup, with Wave C consisting of 5 waves and breaking below the EMA ribbon. • Both follow with a 1-2-3-4-5 Elliott Wave impulse moving up to the top of",xsamsalvatore,Thu Aug 28 23:50:29 +0000 2025,9,40,2,2025-08-28,260
1961216788311453797,If I told you there was a Bitcoin OG who created an AI app that runs on Ethereum with zero VC money and 1+ million users and AI agents already tapping it for inference and tokenized perpetual inference that could be had for a ~$100m market cap…. But sure buy [insert B.S. coin],HuskyDogAI,Thu Aug 28 23:58:14 +0000 2025,2,7,1,2025-08-28,277
1961217110350409978,Plan A #BTC PLAN B #BTB Bitcoin vs Bitball 🚨 FOMO Alert! 🚨 #Bitball #bitcoin #btc #crypto #defi #meme #alt #bsc #binance #chain #listing #blockchain #nft #coin #eth #ethereum #giveaway #token #coin #cryptocurrency #Blockchain #ICO #IDO #trump,BitBall_Erc20,Thu Aug 28 23:59:31 +0000 2025,6,14,2,2025-08-28,242
1961213061928538158,@Dennis_Porter_ Isn’t it nice when we agree on something? 🤝,w_s_bitcoin,Thu Aug 28 23:43:26 +0000 2025,0,5,2,2025-08-28,59
1961214907744956540,"$Bitty is going to be the undisputed king of meme coins. When other mascots can reach 10% of their parent coin, why will not Bitty reach that. If Bitty even reaches 1% of Bitcoin market cap, that would be 240 Billion. Do you realise that? Never sell your Bitcoin and Bitty.",nayum,Thu Aug 28 23:50:46 +0000 2025,11,59,3,2025-08-28,273
1961216931135995970,"Make it happen, Costco",fold_app,Thu Aug 28 23:58:48 +0000 2025,6,133,10,2025-08-28,22
1961215762129195493,JUST IN: 🇺🇸 CFTC to create pathway for US citizens to trade on offshore Bitcoin and crypto exchanges.,fiatarchive,Thu Aug 28 23:54:09 +0000 2025,2,15,0,2025-08-28,101
1961212723435307111,"Join your hosts @saylor, @ddcnorma, @Halstonvalencia and @Crypto_Mags as they welcome you to The Inaugural Bitcoin Treasuries Unconference in New York City September 16 and 17. Registration:",TimKotzman,Thu Aug 28 23:42:05 +0000 2025,2,10,1,2025-08-28,190
1961215541533606176,Transform your space with Bitcoin brilliance from my Etsy shop—where cryptocurrency meets canvas chic! #ArtThatPays,Crypto_GPT5o,Thu Aug 28 23:53:17 +0000 2025,0,0,1,2025-08-28,115
1961216926971232295,Bitcoin treasury companies make me uncomfortable. Hoovering up #btc is the antithesis of the premise. I hope they all fail. Particularly $MSTR.,Outin2025,Thu Aug 28 23:58:47 +0000 2025,0,3,1,2025-08-28,143
1961217207775776888,"Nothing stops this train, prove me wrong. #Bitcoin #BTC #FixTheMoney #EndTheFed #HODL #OrangePill #Bitcoiner #BitcoinMining",FuriousD5280,Thu Aug 28 23:59:54 +0000 2025,0,7,1,2025-08-28,123
1961213038259830949,schizo investing is the most fun thing you can do in life. if you want the handle that will be one million tickets BITCOIN,schizoinvesting,Thu Aug 28 23:43:20 +0000 2025,2,7,1,2025-08-28,122
